"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Embarked","HasCabinNum","Friend_size","Fare_pp","Title","Deck","Ticket_class","Family_size","Group_size","Age_group"
161,0,3,"male",44,0,1,"371362","S","HasNo",2,8.05,"Mr","U","3",2,2,"40-49"
162,1,2,"female",40,0,0,"C.A. 33595","S","HasNo",2,7.875,"Mrs","U","C",1,2,"30-39"
163,0,3,"male",26,0,0,"347068","S","HasNo",1,7.775,"Mr","U","3",1,1,"20-29"
164,0,3,"male",17,0,0,"315093","S","HasNo",1,8.6625,"Mr","U","3",1,1,"10-19"
165,0,3,"male",1,4,1,"3101295","S","HasNo",7,5.66964285714286,"Master","U","3",6,7,"0-9"
166,1,3,"male",9,0,2,"363291","S","HasNo",3,6.84166666666667,"Master","U","3",3,3,"0-9"
167,1,1,"female",40.5474308300395,0,1,"113505","S","Has",2,27.5,"Mrs","E","1",2,2,"40-49"
168,0,3,"female",45,1,4,"347088","S","HasNo",6,4.65,"Mrs","U","3",6,6,"40-49"
169,0,1,"male",40.5474308300395,0,0,"PC 17318","S","HasNo",1,25.925,"Mr","U","P",1,1,"40-49"
170,0,3,"male",28,0,0,"1601","S","HasNo",8,7.061975,"Mr","U","1",1,8,"20-29"
171,0,1,"male",61,0,0,"111240","S","Has",1,33.5,"Mr","B","1",1,1,"60-69"
172,0,3,"male",4,4,1,"382652","Q","HasNo",6,4.85416666666667,"Master","U","3",6,6,"0-9"
173,1,3,"female",1,1,1,"347742","S","HasNo",3,3.7111,"Miss","U","3",3,3,"0-9"
174,0,3,"male",21,0,0,"STON/O 2. 3101280","S","HasNo",1,7.925,"Mr","U","S",1,1,"20-29"
175,0,1,"male",56,0,0,"17764","C","Has",1,30.6958,"Mr","A","1",1,1,"50-59"
176,0,3,"male",18,1,1,"350404","S","HasNo",1,7.8542,"Mr","U","3",3,3,"10-19"
177,0,3,"male",9.6,3,1,"4133","S","HasNo",5,5.09334,"Master","U","4",5,5,"0-9"
178,0,1,"female",50,0,0,"PC 17595","C","Has",1,28.7125,"Miss","C","P",1,1,"40-49"
179,0,2,"male",30,0,0,"250653","S","HasNo",1,13,"Mr","U","2",1,1,"20-29"
180,0,3,"male",36,0,0,"LINE","S","HasNo",4,0,"Mr","U","L",1,4,"30-39"
181,0,3,"female",9.6,8,2,"CA. 2343","S","HasNo",11,6.32272727272727,"Miss","U","C",11,11,"0-9"
182,0,2,"male",32.1026315789474,0,0,"SC/PARIS 2131","C","HasNo",1,15.05,"Mr","U","S",1,1,"30-39"
183,0,3,"male",9,4,2,"347077","S","HasNo",7,4.48392857142857,"Master","U","3",7,7,"0-9"
184,1,2,"male",1,2,1,"230136","S","Has",4,9.75,"Master","F","2",4,4,"0-9"
185,1,3,"female",4,0,2,"315153","S","HasNo",3,7.34166666666667,"Miss","U","3",3,3,"0-9"
186,0,1,"male",40.5474308300395,0,0,"113767","S","Has",1,50,"Mr","A","1",1,1,"40-49"
187,1,3,"female",27.4318181818182,1,0,"370365","Q","HasNo",2,7.75,"Mrs","U","3",2,2,"20-29"
188,1,1,"male",45,0,0,"111428","S","HasNo",1,26.55,"Mr","U","1",1,1,"40-49"
189,0,3,"male",40,1,1,"364849","Q","HasNo",2,7.75,"Mr","U","3",3,3,"30-39"
190,0,3,"male",36,0,0,"349247","S","HasNo",1,7.8958,"Mr","U","3",1,1,"30-39"
191,1,2,"female",32,0,0,"234604","S","HasNo",1,13,"Mrs","U","2",1,1,"30-39"
192,0,2,"male",19,0,0,"28424","S","HasNo",1,13,"Mr","U","2",1,1,"10-19"
193,1,3,"female",19,1,0,"350046","S","HasNo",1,7.8542,"Miss","U","3",2,2,"10-19"
194,1,2,"male",3,1,1,"230080","S","Has",3,8.66666666666667,"Master","F","2",3,3,"0-9"
195,1,1,"female",44,0,0,"PC 17610","C","Has",1,27.7208,"Mrs","B","P",1,1,"40-49"
196,1,1,"female",58,0,0,"PC 17569","C","Has",3,48.8402666666667,"Miss","B","P",1,3,"50-59"
197,0,3,"male",27.4318181818182,0,0,"368703","Q","HasNo",1,7.75,"Mr","U","3",1,1,"20-29"
198,0,3,"male",42,0,1,"4579","S","HasNo",1,8.4042,"Mr","U","4",2,2,"40-49"
199,1,3,"female",27.4318181818182,0,0,"370370","Q","HasNo",1,7.75,"Miss","U","3",1,1,"20-29"
200,0,2,"female",24,0,0,"248747","S","HasNo",1,13,"Miss","U","2",1,1,"20-29"
201,0,3,"male",28,0,0,"345770","S","HasNo",1,9.5,"Mr","U","3",1,1,"20-29"
202,0,3,"male",9.6,8,2,"CA. 2343","S","HasNo",11,6.32272727272727,"Mr","U","C",11,11,"0-9"
203,0,3,"male",34,0,0,"3101264","S","HasNo",1,6.4958,"Mr","U","3",1,1,"30-39"
204,0,3,"male",45.5,0,0,"2628","C","HasNo",1,7.225,"Mr","U","2",1,1,"40-49"
205,1,3,"male",18,0,0,"A/5 3540","S","HasNo",1,8.05,"Mr","U","A",1,1,"10-19"
206,0,3,"female",2,0,1,"347054","S","Has",2,5.23125,"Miss","G","3",2,2,"0-9"
207,0,3,"male",32,1,0,"3101278","S","HasNo",2,7.925,"Mr","U","3",2,2,"30-39"
208,1,3,"male",26,0,0,"2699","C","HasNo",2,9.39375,"Mr","U","2",1,2,"20-29"
209,1,3,"female",16,0,0,"367231","Q","HasNo",1,7.75,"Miss","U","3",1,1,"10-19"
210,1,1,"male",40,0,0,"112277","C","Has",1,31,"Mr","A","1",1,1,"30-39"
211,0,3,"male",24,0,0,"SOTON/O.Q. 3101311","S","HasNo",1,7.05,"Mr","U","S",1,1,"20-29"
212,1,2,"female",35,0,0,"F.C.C. 13528","S","HasNo",2,10.5,"Miss","U","F",1,2,"30-39"
213,0,3,"male",22,0,0,"A/5 21174","S","HasNo",1,7.25,"Mr","U","A",1,1,"20-29"
214,0,2,"male",30,0,0,"250646","S","HasNo",1,13,"Mr","U","2",1,1,"20-29"
215,0,3,"male",27.4318181818182,1,0,"367229","Q","HasNo",1,7.75,"Mr","U","3",2,2,"20-29"
216,1,1,"female",31,1,0,"35273","C","Has",3,37.7583333333333,"Miss","D","3",2,3,"30-39"
217,1,3,"female",27,0,0,"STON/O2. 3101283","S","HasNo",1,7.925,"Miss","U","S",1,1,"20-29"
218,0,2,"male",42,1,0,"243847","S","HasNo",2,13.5,"Mr","U","2",2,2,"40-49"
219,1,1,"female",32,0,0,"11813","C","Has",2,38.14585,"Miss","D","1",1,2,"30-39"
220,0,2,"male",30,0,0,"W/C 14208","S","HasNo",1,10.5,"Mr","U","W",1,1,"20-29"
221,1,3,"male",16,0,0,"SOTON/OQ 392089","S","HasNo",1,8.05,"Mr","U","S",1,1,"10-19"
222,0,2,"male",27,0,0,"220367","S","HasNo",1,13,"Mr","U","2",1,1,"20-29"
223,0,3,"male",51,0,0,"21440","S","HasNo",1,8.05,"Mr","U","2",1,1,"50-59"
224,0,3,"male",27.4318181818182,0,0,"349234","S","HasNo",1,7.8958,"Mr","U","3",1,1,"20-29"
225,1,1,"male",38,1,0,"19943","S","Has",2,45,"Mr","C","1",2,2,"30-39"
226,0,3,"male",22,0,0,"PP 4348","S","HasNo",1,9.35,"Mr","U","P",1,1,"20-29"
227,1,2,"male",19,0,0,"SW/PP 751","S","HasNo",1,10.5,"Mr","U","S",1,1,"10-19"
228,0,3,"male",20.5,0,0,"A/5 21173","S","HasNo",1,7.25,"Mr","U","A",1,1,"20-29"
229,0,2,"male",18,0,0,"236171","S","HasNo",1,13,"Mr","U","2",1,1,"10-19"
230,0,3,"female",9.6,3,1,"4133","S","HasNo",5,5.09334,"Miss","U","4",5,5,"0-9"
231,1,1,"female",35,1,0,"36973","S","Has",2,41.7375,"Mrs","C","3",2,2,"30-39"
232,0,3,"male",29,0,0,"347067","S","HasNo",1,7.775,"Mr","U","3",1,1,"20-29"
233,0,2,"male",59,0,0,"237442","S","HasNo",1,13.5,"Mr","U","2",1,1,"50-59"
234,1,3,"female",5,4,2,"347077","S","HasNo",7,4.48392857142857,"Miss","U","3",7,7,"0-9"
235,0,2,"male",24,0,0,"C.A. 29566","S","HasNo",1,10.5,"Mr","U","C",1,1,"20-29"
236,0,3,"female",27.4318181818182,0,0,"W./C. 6609","S","HasNo",1,7.55,"Miss","U","W",1,1,"20-29"
237,0,2,"male",44,1,0,"26707","S","HasNo",2,13,"Mr","U","2",2,2,"40-49"
238,1,2,"female",8,0,2,"C.A. 31921","S","HasNo",3,8.75,"Miss","U","C",3,3,"0-9"
239,0,2,"male",19,0,0,"28665","S","HasNo",1,10.5,"Mr","U","2",1,1,"10-19"
240,0,2,"male",33,0,0,"SCO/W 1585","S","HasNo",1,12.275,"Mr","U","S",1,1,"30-39"
241,0,3,"female",27.4318181818182,1,0,"2665","C","HasNo",2,7.2271,"Miss","U","2",2,2,"20-29"
242,1,3,"female",27.4318181818182,1,0,"367230","Q","HasNo",2,7.75,"Miss","U","3",2,2,"20-29"
243,0,2,"male",29,0,0,"W./C. 14263","S","HasNo",1,10.5,"Mr","U","W",1,1,"20-29"
244,0,3,"male",22,0,0,"STON/O 2. 3101275","S","HasNo",1,7.125,"Mr","U","S",1,1,"20-29"
245,0,3,"male",30,0,0,"2694","C","HasNo",1,7.225,"Mr","U","2",1,1,"20-29"
246,0,1,"male",44,2,0,"19928","Q","Has",3,30,"Other","C","1",3,3,"40-49"
247,0,3,"female",25,0,0,"347071","S","HasNo",1,7.775,"Miss","U","3",1,1,"20-29"
248,1,2,"female",24,0,2,"250649","S","HasNo",2,7.25,"Mrs","U","2",3,3,"20-29"
249,1,1,"male",37,1,1,"11751","S","Has",2,26.2771,"Mr","D","1",3,3,"30-39"
250,0,2,"male",54,1,0,"244252","S","HasNo",2,13,"Other","U","2",2,2,"50-59"
251,0,3,"male",27.4318181818182,0,0,"362316","S","HasNo",1,7.25,"Mr","U","3",1,1,"20-29"
252,0,3,"female",29,1,1,"347054","S","Has",2,5.23125,"Mrs","G","3",3,3,"20-29"
253,0,1,"male",62,0,0,"113514","S","Has",1,26.55,"Mr","C","1",1,1,"60-69"
254,0,3,"male",30,1,0,"A/5. 3336","S","HasNo",2,8.05,"Mr","U","A",2,2,"20-29"
255,0,3,"female",41,0,2,"370129","S","HasNo",3,6.7375,"Mrs","U","3",3,3,"40-49"
