"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Embarked","HasCabinNum","Friend_size","Fare_pp","Title","Deck","Ticket_class","Family_size","Group_size","Age_group"
74,0,3,"male",26,1,0,"2680","C","No",2,7.2271,"Mr","U","2",2,2,"20-29"
75,1,3,"male",32,0,0,"1601","S","No",8,7.061975,"Mr","U","1",1,8,"30-39"
76,0,3,"male",25,0,0,"348123","S","Yes",1,7.65,"Mr","F","3",1,1,"20-29"
77,0,3,"male",27.4318181818182,0,0,"349208","S","No",1,7.8958,"Mr","U","3",1,1,"20-29"
78,0,3,"male",27.4318181818182,0,0,"374746","S","No",1,8.05,"Mr","U","3",1,1,"20-29"
79,1,2,"male",0.83,0,2,"248738","S","No",3,9.66666666666667,"Master","U","2",3,3,"0-9"
80,1,3,"female",30,0,0,"364516","S","No",2,6.2375,"Miss","U","3",1,2,"20-29"
81,0,3,"male",22,0,0,"345767","S","No",1,9,"Mr","U","3",1,1,"20-29"
82,1,3,"male",29,0,0,"345779","S","No",1,9.5,"Mr","U","3",1,1,"20-29"
83,1,3,"female",27.4318181818182,0,0,"330932","Q","No",1,7.7875,"Miss","U","3",1,1,"20-29"
84,0,1,"male",28,0,0,"113059","S","No",2,23.55,"Mr","U","1",1,2,"20-29"
85,1,2,"female",17,0,0,"SO/C 14885","S","No",1,10.5,"Miss","U","S",1,1,"10-19"
86,1,3,"female",33,3,0,"3101278","S","No",2,7.925,"Mrs","U","3",4,4,"30-39"
87,0,3,"male",16,1,3,"W./C. 6608","S","No",5,6.875,"Mr","U","W",5,5,"10-19"
88,0,3,"male",27.4318181818182,0,0,"SOTON/OQ 392086","S","No",1,8.05,"Mr","U","S",1,1,"20-29"
89,1,1,"female",23,3,2,"19950","S","Yes",6,43.8333333333333,"Miss","C","1",6,6,"20-29"
90,0,3,"male",24,0,0,"343275","S","No",1,8.05,"Mr","U","3",1,1,"20-29"
91,0,3,"male",29,0,0,"343276","S","No",1,8.05,"Mr","U","3",1,1,"20-29"
92,0,3,"male",20,0,0,"347466","S","No",1,7.8542,"Mr","U","3",1,1,"10-19"
93,0,1,"male",46,1,0,"W.E.P. 5734","S","Yes",2,30.5875,"Mr","E","W",2,2,"40-49"
94,0,3,"male",26,1,2,"C.A. 2315","S","No",4,5.14375,"Mr","U","C",4,4,"20-29"
95,0,3,"male",59,0,0,"364500","S","No",1,7.25,"Mr","U","3",1,1,"50-59"
96,0,3,"male",27.4318181818182,0,0,"374910","S","No",1,8.05,"Mr","U","3",1,1,"20-29"
97,0,1,"male",71,0,0,"PC 17754","C","Yes",1,34.6542,"Mr","A","P",1,1,"70-79"
98,1,1,"male",23,0,1,"PC 17759","C","Yes",2,31.67915,"Mr","D","P",2,2,"20-29"
99,1,2,"female",34,0,1,"231919","S","No",2,11.5,"Mrs","U","2",2,2,"30-39"
100,0,2,"male",34,1,0,"244367","S","No",2,13,"Mr","U","2",2,2,"30-39"
101,0,3,"female",28,0,0,"349245","S","No",1,7.8958,"Miss","U","3",1,1,"20-29"
102,0,3,"male",27.4318181818182,0,0,"349215","S","No",1,7.8958,"Mr","U","3",1,1,"20-29"
103,0,1,"male",21,0,1,"35281","S","Yes",2,38.64375,"Mr","D","3",2,2,"20-29"
104,0,3,"male",33,0,0,"7540","S","No",1,8.6542,"Mr","U","7",1,1,"30-39"
105,0,3,"male",37,2,0,"3101276","S","No",1,7.925,"Mr","U","3",3,3,"30-39"
106,0,3,"male",28,0,0,"349207","S","No",1,7.8958,"Mr","U","3",1,1,"20-29"
107,1,3,"female",21,0,0,"343120","S","No",1,7.65,"Miss","U","3",1,1,"20-29"
108,1,3,"male",27.4318181818182,0,0,"312991","S","No",1,7.775,"Mr","U","3",1,1,"20-29"
109,0,3,"male",38,0,0,"349249","S","No",1,7.8958,"Mr","U","3",1,1,"30-39"
110,1,3,"female",27.4318181818182,1,0,"371110","Q","No",3,8.05,"Miss","U","3",2,3,"20-29"
111,0,1,"male",47,0,0,"110465","S","Yes",2,26,"Mr","C","1",1,2,"40-49"
112,0,3,"female",14.5,1,0,"2665","C","No",2,7.2271,"Miss","U","2",2,2,"10-19"
113,0,3,"male",22,0,0,"324669","S","No",1,8.05,"Mr","U","3",1,1,"20-29"
114,0,3,"female",20,1,0,"4136","S","No",1,9.825,"Miss","U","4",2,2,"10-19"
115,0,3,"female",17,0,0,"2627","C","No",2,7.22915,"Miss","U","2",1,2,"10-19"
116,0,3,"male",21,0,0,"STON/O 2. 3101294","S","No",1,7.925,"Mr","U","S",1,1,"20-29"
117,0,3,"male",70.5,0,0,"370369","Q","No",1,7.75,"Mr","U","3",1,1,"70-79"
118,0,2,"male",29,1,0,"11668","S","No",2,10.5,"Mr","U","1",2,2,"20-29"
119,0,1,"male",24,0,1,"PC 17558","C","Yes",3,82.5069333333333,"Mr","B","P",2,3,"20-29"
120,0,3,"female",2,4,2,"347082","S","No",7,4.46785714285714,"Miss","U","3",7,7,"0-9"
121,0,2,"male",21,2,0,"S.O.C. 14879","S","No",7,10.5,"Mr","U","S",3,7,"20-29"
122,0,3,"male",27.4318181818182,0,0,"A4. 54510","S","No",1,8.05,"Mr","U","A",1,1,"20-29"
123,0,2,"male",32.5,1,0,"237736","C","No",2,15.0354,"Mr","U","2",2,2,"30-39"
124,1,2,"female",32.5,0,0,"27267","S","Yes",1,13,"Miss","E","2",1,1,"30-39"
125,0,1,"male",54,0,1,"35281","S","Yes",2,38.64375,"Mr","D","3",2,2,"50-59"
126,1,3,"male",12,1,0,"2651","C","No",2,5.62085,"Master","U","2",2,2,"10-19"
127,0,3,"male",27.4318181818182,0,0,"370372","Q","No",1,7.75,"Mr","U","3",1,1,"20-29"
128,1,3,"male",24,0,0,"C 17369","S","No",1,7.1417,"Mr","U","C",1,1,"20-29"
129,1,3,"female",20.0475384615385,1,1,"2668","C","Yes",3,7.45276666666667,"Miss","F","2",3,3,"20-29"
130,0,3,"male",45,0,0,"347061","S","No",1,6.975,"Mr","U","3",1,1,"40-49"
131,0,3,"male",33,0,0,"349241","C","No",1,7.8958,"Mr","U","3",1,1,"30-39"
132,0,3,"male",20,0,0,"SOTON/O.Q. 3101307","S","No",1,7.05,"Mr","U","S",1,1,"10-19"
133,0,3,"female",47,1,0,"A/5. 3337","S","No",2,7.25,"Mrs","U","A",2,2,"40-49"
134,1,2,"female",29,1,0,"228414","S","No",2,13,"Mrs","U","2",2,2,"20-29"
135,0,2,"male",25,0,0,"C.A. 29178","S","No",1,13,"Mr","U","C",1,1,"20-29"
136,0,2,"male",23,0,0,"SC/PARIS 2133","C","No",1,15.0458,"Mr","U","S",1,1,"20-29"
137,1,1,"female",19,0,2,"11752","S","Yes",1,26.2833,"Miss","D","1",3,3,"10-19"
138,0,1,"male",37,1,0,"113803","S","Yes",2,26.55,"Mr","C","1",2,2,"30-39"
139,0,3,"male",16,0,0,"7534","S","No",1,9.2167,"Mr","U","7",1,1,"10-19"
140,0,1,"male",24,0,0,"PC 17593","C","Yes",2,39.6,"Mr","B","P",1,2,"20-29"
141,0,3,"female",25.7082,0,2,"2678","C","No",3,5.08193333333333,"Mrs","U","2",3,3,"20-29"
142,1,3,"female",22,0,0,"347081","S","No",1,7.75,"Miss","U","3",1,1,"20-29"
143,1,3,"female",24,1,0,"STON/O2. 3101279","S","No",2,7.925,"Mrs","U","S",2,2,"20-29"
144,0,3,"male",19,0,0,"365222","Q","No",1,6.75,"Mr","U","3",1,1,"10-19"
145,0,2,"male",18,0,0,"231945","S","No",1,11.5,"Mr","U","2",1,1,"10-19"
146,0,2,"male",19,1,1,"C.A. 33112","S","No",4,9.1875,"Mr","U","C",3,4,"10-19"
147,1,3,"male",27,0,0,"350043","S","No",1,7.7958,"Mr","U","3",1,1,"20-29"
148,0,3,"female",9,2,2,"W./C. 6608","S","No",5,6.875,"Miss","U","W",5,5,"0-9"
149,0,2,"male",36.5,0,2,"230080","S","Yes",3,8.66666666666667,"Mr","F","2",3,3,"30-39"
150,0,2,"male",42,0,0,"244310","S","No",1,13,"Other","U","2",1,1,"40-49"
151,0,2,"male",51,0,0,"S.O.P. 1166","S","No",1,12.525,"Other","U","S",1,1,"50-59"
152,1,1,"female",22,1,0,"113776","S","Yes",2,33.3,"Mrs","C","1",2,2,"20-29"
153,0,3,"male",55.5,0,0,"A.5. 11206","S","No",1,8.05,"Mr","U","A",1,1,"50-59"
154,0,3,"male",40.5,0,2,"A/5. 851","S","No",3,4.83333333333333,"Mr","U","A",3,3,"40-49"
155,0,3,"male",27.4318181818182,0,0,"Fa 265302","S","No",1,7.3125,"Mr","U","F",1,1,"20-29"
156,0,1,"male",51,0,1,"PC 17597","C","No",2,30.6896,"Mr","U","P",2,2,"50-59"
157,1,3,"female",16,0,0,"35851","Q","No",1,7.7333,"Miss","U","3",1,1,"10-19"
158,0,3,"male",30,0,0,"SOTON/OQ 392090","S","No",1,8.05,"Mr","U","S",1,1,"20-29"
159,0,3,"male",27.4318181818182,0,0,"315037","S","No",1,8.6625,"Mr","U","3",1,1,"20-29"
160,0,3,"male",9.6,8,2,"CA. 2343","S","No",11,6.32272727272727,"Master","U","C",11,11,"0-9"
161,0,3,"male",44,0,1,"371362","S","No",2,8.05,"Mr","U","3",2,2,"40-49"
162,1,2,"female",40,0,0,"C.A. 33595","S","No",2,7.875,"Mrs","U","C",1,2,"30-39"
163,0,3,"male",26,0,0,"347068","S","No",1,7.775,"Mr","U","3",1,1,"20-29"
164,0,3,"male",17,0,0,"315093","S","No",1,8.6625,"Mr","U","3",1,1,"10-19"
165,0,3,"male",1,4,1,"3101295","S","No",7,5.66964285714286,"Master","U","3",6,7,"0-9"
166,1,3,"male",9,0,2,"363291","S","No",3,6.84166666666667,"Master","U","3",3,3,"0-9"
167,1,1,"female",40.5474308300395,0,1,"113505","S","Yes",2,27.5,"Mrs","E","1",2,2,"40-49"
168,0,3,"female",45,1,4,"347088","S","No",6,4.65,"Mrs","U","3",6,6,"40-49"
169,0,1,"male",40.5474308300395,0,0,"PC 17318","S","No",1,25.925,"Mr","U","P",1,1,"40-49"
170,0,3,"male",28,0,0,"1601","S","No",8,7.061975,"Mr","U","1",1,8,"20-29"
171,0,1,"male",61,0,0,"111240","S","Yes",1,33.5,"Mr","B","1",1,1,"60-69"
172,0,3,"male",4,4,1,"382652","Q","No",6,4.85416666666667,"Master","U","3",6,6,"0-9"
173,1,3,"female",1,1,1,"347742","S","No",3,3.7111,"Miss","U","3",3,3,"0-9"
174,0,3,"male",21,0,0,"STON/O 2. 3101280","S","No",1,7.925,"Mr","U","S",1,1,"20-29"
175,0,1,"male",56,0,0,"17764","C","Yes",1,30.6958,"Mr","A","1",1,1,"50-59"
176,0,3,"male",18,1,1,"350404","S","No",1,7.8542,"Mr","U","3",3,3,"10-19"
177,0,3,"male",9.6,3,1,"4133","S","No",5,5.09334,"Master","U","4",5,5,"0-9"
178,0,1,"female",50,0,0,"PC 17595","C","Yes",1,28.7125,"Miss","C","P",1,1,"40-49"
179,0,2,"male",30,0,0,"250653","S","No",1,13,"Mr","U","2",1,1,"20-29"
180,0,3,"male",36,0,0,"LINE","S","No",4,0,"Mr","U","L",1,4,"30-39"
181,0,3,"female",9.6,8,2,"CA. 2343","S","No",11,6.32272727272727,"Miss","U","C",11,11,"0-9"
182,0,2,"male",32.1026315789474,0,0,"SC/PARIS 2131","C","No",1,15.05,"Mr","U","S",1,1,"30-39"
183,0,3,"male",9,4,2,"347077","S","No",7,4.48392857142857,"Master","U","3",7,7,"0-9"
184,1,2,"male",1,2,1,"230136","S","Yes",4,9.75,"Master","F","2",4,4,"0-9"
185,1,3,"female",4,0,2,"315153","S","No",3,7.34166666666667,"Miss","U","3",3,3,"0-9"
186,0,1,"male",40.5474308300395,0,0,"113767","S","Yes",1,50,"Mr","A","1",1,1,"40-49"
187,1,3,"female",27.4318181818182,1,0,"370365","Q","No",2,7.75,"Mrs","U","3",2,2,"20-29"
188,1,1,"male",45,0,0,"111428","S","No",1,26.55,"Mr","U","1",1,1,"40-49"
189,0,3,"male",40,1,1,"364849","Q","No",2,7.75,"Mr","U","3",3,3,"30-39"
190,0,3,"male",36,0,0,"349247","S","No",1,7.8958,"Mr","U","3",1,1,"30-39"
191,1,2,"female",32,0,0,"234604","S","No",1,13,"Mrs","U","2",1,1,"30-39"
192,0,2,"male",19,0,0,"28424","S","No",1,13,"Mr","U","2",1,1,"10-19"
193,1,3,"female",19,1,0,"350046","S","No",1,7.8542,"Miss","U","3",2,2,"10-19"
194,1,2,"male",3,1,1,"230080","S","Yes",3,8.66666666666667,"Master","F","2",3,3,"0-9"
195,1,1,"female",44,0,0,"PC 17610","C","Yes",1,27.7208,"Mrs","B","P",1,1,"40-49"
196,1,1,"female",58,0,0,"PC 17569","C","Yes",3,48.8402666666667,"Miss","B","P",1,3,"50-59"
197,0,3,"male",27.4318181818182,0,0,"368703","Q","No",1,7.75,"Mr","U","3",1,1,"20-29"
198,0,3,"male",42,0,1,"4579","S","No",1,8.4042,"Mr","U","4",2,2,"40-49"
199,1,3,"female",27.4318181818182,0,0,"370370","Q","No",1,7.75,"Miss","U","3",1,1,"20-29"
200,0,2,"female",24,0,0,"248747","S","No",1,13,"Miss","U","2",1,1,"20-29"
201,0,3,"male",28,0,0,"345770","S","No",1,9.5,"Mr","U","3",1,1,"20-29"
202,0,3,"male",9.6,8,2,"CA. 2343","S","No",11,6.32272727272727,"Mr","U","C",11,11,"0-9"
203,0,3,"male",34,0,0,"3101264","S","No",1,6.4958,"Mr","U","3",1,1,"30-39"
204,0,3,"male",45.5,0,0,"2628","C","No",1,7.225,"Mr","U","2",1,1,"40-49"
205,1,3,"male",18,0,0,"A/5 3540","S","No",1,8.05,"Mr","U","A",1,1,"10-19"
206,0,3,"female",2,0,1,"347054","S","Yes",2,5.23125,"Miss","G","3",2,2,"0-9"
207,0,3,"male",32,1,0,"3101278","S","No",2,7.925,"Mr","U","3",2,2,"30-39"
208,1,3,"male",26,0,0,"2699","C","No",2,9.39375,"Mr","U","2",1,2,"20-29"
209,1,3,"female",16,0,0,"367231","Q","No",1,7.75,"Miss","U","3",1,1,"10-19"
210,1,1,"male",40,0,0,"112277","C","Yes",1,31,"Mr","A","1",1,1,"30-39"
211,0,3,"male",24,0,0,"SOTON/O.Q. 3101311","S","No",1,7.05,"Mr","U","S",1,1,"20-29"
212,1,2,"female",35,0,0,"F.C.C. 13528","S","No",2,10.5,"Miss","U","F",1,2,"30-39"
213,0,3,"male",22,0,0,"A/5 21174","S","No",1,7.25,"Mr","U","A",1,1,"20-29"
214,0,2,"male",30,0,0,"250646","S","No",1,13,"Mr","U","2",1,1,"20-29"
215,0,3,"male",27.4318181818182,1,0,"367229","Q","No",1,7.75,"Mr","U","3",2,2,"20-29"
216,1,1,"female",31,1,0,"35273","C","Yes",3,37.7583333333333,"Miss","D","3",2,3,"30-39"
217,1,3,"female",27,0,0,"STON/O2. 3101283","S","No",1,7.925,"Miss","U","S",1,1,"20-29"
218,0,2,"male",42,1,0,"243847","S","No",2,13.5,"Mr","U","2",2,2,"40-49"
219,1,1,"female",32,0,0,"11813","C","Yes",2,38.14585,"Miss","D","1",1,2,"30-39"
220,0,2,"male",30,0,0,"W/C 14208","S","No",1,10.5,"Mr","U","W",1,1,"20-29"
221,1,3,"male",16,0,0,"SOTON/OQ 392089","S","No",1,8.05,"Mr","U","S",1,1,"10-19"
222,0,2,"male",27,0,0,"220367","S","No",1,13,"Mr","U","2",1,1,"20-29"
223,0,3,"male",51,0,0,"21440","S","No",1,8.05,"Mr","U","2",1,1,"50-59"
224,0,3,"male",27.4318181818182,0,0,"349234","S","No",1,7.8958,"Mr","U","3",1,1,"20-29"
225,1,1,"male",38,1,0,"19943","S","Yes",2,45,"Mr","C","1",2,2,"30-39"
226,0,3,"male",22,0,0,"PP 4348","S","No",1,9.35,"Mr","U","P",1,1,"20-29"
227,1,2,"male",19,0,0,"SW/PP 751","S","No",1,10.5,"Mr","U","S",1,1,"10-19"
228,0,3,"male",20.5,0,0,"A/5 21173","S","No",1,7.25,"Mr","U","A",1,1,"20-29"
229,0,2,"male",18,0,0,"236171","S","No",1,13,"Mr","U","2",1,1,"10-19"
230,0,3,"female",9.6,3,1,"4133","S","No",5,5.09334,"Miss","U","4",5,5,"0-9"
231,1,1,"female",35,1,0,"36973","S","Yes",2,41.7375,"Mrs","C","3",2,2,"30-39"
232,0,3,"male",29,0,0,"347067","S","No",1,7.775,"Mr","U","3",1,1,"20-29"
233,0,2,"male",59,0,0,"237442","S","No",1,13.5,"Mr","U","2",1,1,"50-59"
234,1,3,"female",5,4,2,"347077","S","No",7,4.48392857142857,"Miss","U","3",7,7,"0-9"
235,0,2,"male",24,0,0,"C.A. 29566","S","No",1,10.5,"Mr","U","C",1,1,"20-29"
236,0,3,"female",27.4318181818182,0,0,"W./C. 6609","S","No",1,7.55,"Miss","U","W",1,1,"20-29"
237,0,2,"male",44,1,0,"26707","S","No",2,13,"Mr","U","2",2,2,"40-49"
238,1,2,"female",8,0,2,"C.A. 31921","S","No",3,8.75,"Miss","U","C",3,3,"0-9"
239,0,2,"male",19,0,0,"28665","S","No",1,10.5,"Mr","U","2",1,1,"10-19"
240,0,2,"male",33,0,0,"SCO/W 1585","S","No",1,12.275,"Mr","U","S",1,1,"30-39"
241,0,3,"female",27.4318181818182,1,0,"2665","C","No",2,7.2271,"Miss","U","2",2,2,"20-29"
242,1,3,"female",27.4318181818182,1,0,"367230","Q","No",2,7.75,"Miss","U","3",2,2,"20-29"
243,0,2,"male",29,0,0,"W./C. 14263","S","No",1,10.5,"Mr","U","W",1,1,"20-29"
244,0,3,"male",22,0,0,"STON/O 2. 3101275","S","No",1,7.125,"Mr","U","S",1,1,"20-29"
245,0,3,"male",30,0,0,"2694","C","No",1,7.225,"Mr","U","2",1,1,"20-29"
246,0,1,"male",44,2,0,"19928","Q","Yes",3,30,"Other","C","1",3,3,"40-49"
247,0,3,"female",25,0,0,"347071","S","No",1,7.775,"Miss","U","3",1,1,"20-29"
248,1,2,"female",24,0,2,"250649","S","No",2,7.25,"Mrs","U","2",3,3,"20-29"
249,1,1,"male",37,1,1,"11751","S","Yes",2,26.2771,"Mr","D","1",3,3,"30-39"
250,0,2,"male",54,1,0,"244252","S","No",2,13,"Other","U","2",2,2,"50-59"
251,0,3,"male",27.4318181818182,0,0,"362316","S","No",1,7.25,"Mr","U","3",1,1,"20-29"
252,0,3,"female",29,1,1,"347054","S","Yes",2,5.23125,"Mrs","G","3",3,3,"20-29"
253,0,1,"male",62,0,0,"113514","S","Yes",1,26.55,"Mr","C","1",1,1,"60-69"
254,0,3,"male",30,1,0,"A/5. 3336","S","No",2,8.05,"Mr","U","A",2,2,"20-29"
255,0,3,"female",41,0,2,"370129","S","No",3,6.7375,"Mrs","U","3",3,3,"40-49"
256,1,3,"female",29,0,2,"2650","C","No",3,5.08193333333333,"Mrs","U","2",3,3,"20-29"
257,1,1,"female",40.5474308300395,0,0,"PC 17585","C","No",2,39.6,"Mrs","U","P",1,2,"40-49"
258,1,1,"female",30,0,0,"110152","S","Yes",3,28.8333333333333,"Miss","B","1",1,3,"20-29"
259,1,1,"female",35,0,0,"PC 17755","C","No",4,128.0823,"Miss","U","P",1,4,"30-39"
260,1,2,"female",50,0,1,"230433","S","No",2,13,"Mrs","U","2",2,2,"40-49"
261,0,3,"male",27.4318181818182,0,0,"384461","Q","No",1,7.75,"Mr","U","3",1,1,"20-29"
262,1,3,"male",3,4,2,"347077","S","No",7,4.48392857142857,"Master","U","3",7,7,"0-9"
263,0,1,"male",52,1,1,"110413","S","Yes",3,26.55,"Mr","E","1",3,3,"50-59"
264,0,1,"male",40,0,0,"112059","S","Yes",1,0,"Mr","B","1",1,1,"30-39"
265,0,3,"female",27.4318181818182,0,0,"382649","Q","No",1,7.75,"Miss","U","3",1,1,"20-29"
266,0,2,"male",36,0,0,"C.A. 17248","S","No",1,10.5,"Mr","U","C",1,1,"30-39"
